x,y,phenotype,ROIs
0.7778451539570894,0.5216995832076335,B,ROIs_1
0.9807342724582361,0.4966198907655607,C,ROIs_1
0.9347124400935564,0.46338831477007536,B,ROIs_2
0.4862628286953514,0.3069352156574614,C,ROIs_1
0.19524902916725162,0.1357020376051199,B,ROIs_1
0.9094607224285216,0.08601029189126652,C,ROIs_2
0.20836292319200145,0.5652337042612393,A,ROIs_1
0.4736060837619759,0.7328108892784156,A,ROIs_1
0.676408645764788,0.32847608818320606,C,ROIs_2
0.2806107959717774,0.3054476136711307,B,ROIs_2
0.009799889443419918,0.23442205444771702,B,ROIs_2
0.7211272677389712,0.004303326580692657,B,ROIs_1
0.10201467483639293,0.9618068763972618,A,ROIs_1
0.3810769848624527,0.7767134738130353,C,ROIs_1
0.4381342710568308,0.6042978880181602,A,ROIs_2
0.9875160404627435,0.3240099862713953,B,ROIs_1
0.4394848717259099,0.3433066001808881,A,ROIs_1
0.8552971951629958,0.18185258089570944,C,ROIs_2
0.16150969527835768,0.5680351264341174,C,ROIs_1
0.026673828264040633,0.830786321788621,C,ROIs_1
0.815789044072669,0.6125384715741373,A,ROIs_2
0.07333235029172647,0.3600674857987155,C,ROIs_2
0.7754198036273479,0.010797999727872654,A,ROIs_1
0.7046083438246978,0.9018117758409814,B,ROIs_1
0.3506945066349486,0.06155296386230802,B,ROIs_2
0.5557512589546175,0.11350753455664042,C,ROIs_2
0.28046399751649786,0.6482886857762459,A,ROIs_2
0.8139603052549945,0.9797897618580553,C,ROIs_1
0.08035911228381853,0.2996210582942628,C,ROIs_2
0.220001144993214,0.8434021573229223,C,ROIs_1
0.5473441366463322,0.767596973789484,C,ROIs_2
0.18672328579734232,0.6216927120695425,A,ROIs_1
0.7359425465204881,0.1974315444239868,A,ROIs_2
0.003994622747707899,0.4243379969055492,C,ROIs_2
0.5063887830284746,0.9107812959187453,C,ROIs_1
0.2893670847927742,0.2033087056486823,B,ROIs_2
0.547914167792342,0.05121044335173697,A,ROIs_1
0.2787249398505187,0.02218712023920233,A,ROIs_1
0.8450318645028061,0.22746614691629263,B,ROIs_2
0.9008185891249373,0.442718584563799,B,ROIs_2
0.46142293100228915,0.9841462802108304,C,ROIs_1
0.2602648814359725,0.8575820202696639,B,ROIs_2
0.2524619354070864,0.9459173094999148,B,ROIs_2
0.8658254002722087,0.02630951935779824,B,ROIs_1
0.18301970346674135,0.8112146993898312,B,ROIs_1
0.855172245512934,0.8461096617184489,B,ROIs_2
0.38233508227441315,0.42683685224605206,B,ROIs_1
0.43352860045355135,0.9222363486168349,C,ROIs_1
0.34165763091535095,0.7838995767212499,C,ROIs_1
0.18410915218967816,0.7388472712638516,B,ROIs_2
0.6436164425807039,0.8806144789170017,A,ROIs_2
0.09012099357851844,0.24396569750991715,B,ROIs_1
0.5970170715117813,0.9672008558674408,A,ROIs_1
0.9518047381156648,0.39840176608788647,B,ROIs_1
0.6523937375146859,0.12180811114527446,A,ROIs_1
0.9596847926470522,0.21228344719078707,C,ROIs_2
0.16537316922592427,0.9538602504009077,C,ROIs_2
0.5073253245510977,0.3597693588406041,A,ROIs_2
0.48415671335692245,0.5759924558783808,C,ROIs_1
0.7095950176952077,0.06732502264525841,A,ROIs_2
0.22290843049175812,0.5790070761537791,C,ROIs_1
0.2057627532383366,0.8851516659590035,B,ROIs_2
0.3908939901775458,0.516117688378387,C,ROIs_1
0.9083486970105432,0.6843067814994687,C,ROIs_2
0.14617417701826518,0.7936847924005195,A,ROIs_1
0.480741277560643,0.3432937623780522,C,ROIs_1
0.4349637844048294,0.8499234907386867,C,ROIs_1
0.7454891998411284,0.891005313176898,B,ROIs_2
0.8728559908495961,0.8510799958537801,A,ROIs_2
0.5078998639358652,0.802825902519934,A,ROIs_1
0.5078044642909081,0.8138076340849184,B,ROIs_2
0.8682512430402377,0.16003389753071662,B,ROIs_2
0.9732143770212028,0.11612157578789395,A,ROIs_2
0.6476099747955217,0.3532566076466086,C,ROIs_2
0.3292850438827225,0.44991954895726116,A,ROIs_1
0.04591450645409523,0.6082601218295947,B,ROIs_2
0.5386721108032069,0.6761693868377144,C,ROIs_1
0.11239370886193412,0.2599404681086219,B,ROIs_1
0.2106569375447358,0.3200490994233943,B,ROIs_1
0.7438314018037414,0.3876319048857232,C,ROIs_1
0.6863777632066838,0.3348779681703956,A,ROIs_1
0.7984185658103486,0.5430284268071482,B,ROIs_1
0.17760802799627995,0.7901979555918256,C,ROIs_1
0.17337721950649543,0.32112686189176676,A,ROIs_2
0.11815827692342462,0.7312764706778663,B,ROIs_2
0.3981905024022835,0.6778127436393065,C,ROIs_2
0.4571663749201712,0.67060645207739,B,ROIs_1
0.38146170687521297,0.5185807114095168,C,ROIs_2
