x,y,phenotype,ROIs
0.21065341117071434,0.07696002747010022,A,ROIs_1
0.5805697315708934,0.8224546761813266,B,ROIs_1
0.8854962781793302,0.3261477875149812,A,ROIs_2
0.4333840394897803,0.30124938003708013,B,ROIs_2
0.42936534102970436,0.7021611810689773,B,ROIs_1
0.4494734191143237,0.05032625801806079,B,ROIs_2
0.012541112888024286,0.1836673821610324,A,ROIs_2
0.7847189836009767,0.4866749714466565,B,ROIs_2
0.7266985559390599,0.27620439932202623,B,ROIs_1
0.17905466632071376,0.025352822845999268,C,ROIs_2
0.6035374422985401,0.1752080507730437,C,ROIs_1
0.7136372356639449,0.7458216226635217,C,ROIs_2
0.6787524494111791,0.8269794088753726,A,ROIs_1
0.25299414191727143,0.795027740810952,C,ROIs_2
0.1688576662250404,0.33221457750639427,C,ROIs_1
0.37738905395000877,0.47021053337043894,B,ROIs_1
0.24191655419950664,0.6101505364364684,A,ROIs_2
0.15249540416765517,0.12656747312314065,C,ROIs_1
0.14782215639502982,0.19564877351443677,A,ROIs_1
0.2091320687554339,0.34871209700196826,C,ROIs_1
0.047334250877962725,0.3871450273028135,C,ROIs_2
0.11279924444289868,0.16731510801438887,A,ROIs_2
0.8205954731486834,0.3232130556022512,B,ROIs_1
0.3054363135971927,0.9139601345331824,C,ROIs_1
0.785836047564693,0.8799456543647649,C,ROIs_2
0.01050258827407835,0.7181772612379895,A,ROIs_2
0.008938414603055667,0.30238554855820654,B,ROIs_2
0.7763408036474362,0.7389878469260719,B,ROIs_1
0.8401133391432568,0.41947115726143624,A,ROIs_1
0.008022437096227297,0.3054219190326726,A,ROIs_2
0.21576648043578417,0.4286791913643603,A,ROIs_1
0.7340331447093852,0.47657313431175474,B,ROIs_1
0.9802086563448629,0.023033960244559393,B,ROIs_1
0.42158636455179854,0.5134306797930251,B,ROIs_1
0.7153744086559266,0.8703936128900501,B,ROIs_1
0.0513639911279582,0.6794986545965613,A,ROIs_2
0.49486073140390363,0.9357211324758526,A,ROIs_2
0.3116443034682519,0.07262905150538179,B,ROIs_2
0.5256574793221854,0.008183600697756255,A,ROIs_2
0.5937404159117501,0.7585748935467668,B,ROIs_1
0.9865093406594473,0.7816283899004861,A,ROIs_1
0.7717395697773537,0.9638651958986729,C,ROIs_2
0.015895064175286966,0.3226196513241073,B,ROIs_2
0.9237360330977206,0.589127214014922,C,ROIs_2
0.3794550445442614,0.9842423704850983,C,ROIs_2
0.6576010188721749,0.3611696470286976,A,ROIs_1
0.738418702775712,0.2351563521713247,A,ROIs_2
0.07273766782970947,0.7474186857364618,C,ROIs_1
0.3523016264667258,0.5888207931818934,B,ROIs_2
0.9182622898319311,0.0768436666255512,A,ROIs_1
0.03396538271301719,0.2731975973906643,B,ROIs_1
0.3488184626866042,0.549463238627753,A,ROIs_2
0.5590865401839737,0.7578086601148509,A,ROIs_1
0.06487103688049689,0.385030264062049,C,ROIs_2
0.5865601753476472,0.3444764644745625,C,ROIs_2
0.38054975277916936,0.4116094605040336,B,ROIs_2
0.0624163924920802,0.3911935710827322,A,ROIs_2
0.810597508360603,0.06623725578636708,B,ROIs_1
0.2827670821988827,0.24771216666997675,A,ROIs_2
0.5936505664208254,0.03926701052256332,A,ROIs_1
0.20868688163197224,0.029107122563497012,C,ROIs_2
0.295231523288808,0.4454092126628231,C,ROIs_2
