x,y,phenotype,ROIs
0.9120372382314337,0.17000472561284108,A,ROIs_2
0.749706269921456,0.806500946435353,A,ROIs_1
0.30157287715144077,0.35504120060562094,B,ROIs_2
0.7177796160947664,0.41884010799582716,C,ROIs_1
0.6453112747276591,0.8927753531485376,B,ROIs_1
0.851728758877476,0.8027756794180989,A,ROIs_1
0.30854381362299343,0.36261809661109623,C,ROIs_1
0.6057856546112543,0.7734912371046017,A,ROIs_2
0.06026957834610147,0.22985134260610685,A,ROIs_2
0.6313653476924936,0.2217500606028816,A,ROIs_2
0.18659865317839697,0.061313079266490544,B,ROIs_1
