x,y,phenotype,ROIs
0.24996421349700293,0.06790375783210689,A,ROIs_2
0.4981743159139751,0.4109034403438656,C,ROIs_1
0.21416687246608246,0.9014152764680505,C,ROIs_1
0.5809702907172197,0.27699739925050537,C,ROIs_2
0.520346017781708,0.4070170102773809,B,ROIs_2
0.8779881627496843,0.3859330622548174,A,ROIs_2
0.4051647613978724,0.4541086666341595,B,ROIs_1
0.5579322824543375,0.6784731630423324,A,ROIs_2
0.39991688159062555,0.8673345789472688,C,ROIs_1
0.1669272794973894,0.9283173686117357,B,ROIs_2
0.5404150407687189,0.36369651384496127,C,ROIs_2
0.12919180589742008,0.6891761959434484,B,ROIs_1
0.10653535162748717,0.9138224634074261,B,ROIs_2
0.8772045941297684,0.31282135010339607,B,ROIs_1
0.8023462004524189,0.8891560117756557,B,ROIs_2
0.3395024986031473,0.9889916929280554,B,ROIs_1
0.623139321486884,0.3854319145603111,C,ROIs_1
0.6081823263024475,0.23529575556392868,C,ROIs_1
0.926011460138947,0.5673386733546294,C,ROIs_1
0.01397414234429617,0.21625442277450213,B,ROIs_2
0.19999225395356635,0.04160181789188944,B,ROIs_2
0.01705635965525909,0.8648558432337944,C,ROIs_1
0.10466589467337462,0.5687475583850302,B,ROIs_1
0.6322779639767184,0.7042689209952702,A,ROIs_1
0.5072603629924706,0.667612298194231,A,ROIs_1
0.5684160428733578,0.04703047402449079,B,ROIs_2
0.6309872476242371,0.6773414429415096,B,ROIs_1
0.46013482677296724,0.6687149333487047,C,ROIs_1
0.01542939974449975,0.7754736158008555,A,ROIs_1
0.7724806588998552,0.054708890508130326,C,ROIs_1
0.759806962097183,0.8413991870628766,C,ROIs_1
0.7061281124661134,0.2677540726003014,C,ROIs_1
0.43875649346649204,0.5605296093651921,C,ROIs_2
0.008347853291491236,0.71600937969467,C,ROIs_2
0.46315359262442635,0.4938270192105867,C,ROIs_1
0.4850475168981896,0.8798770509688644,A,ROIs_2
0.8604919742388412,0.7470273826063077,C,ROIs_2
