x,y,phenotype,ROIs
0.09375170502685659,0.6153939485122512,C,ROIs_2
0.6709616362773861,0.6452093744344072,A,ROIs_2
0.8213066463927784,0.12058087951960961,C,ROIs_2
0.05855427791279366,0.8458187059826284,B,ROIs_1
0.5393101635716984,0.98653173526727,C,ROIs_1
0.09205955117902387,0.7771460058884098,C,ROIs_1
0.6380809482842433,0.11854960675585724,C,ROIs_2
0.5902592965948122,0.8166688785196026,C,ROIs_2
0.3788098694787816,0.16882692145733003,B,ROIs_1
0.8565342140177863,0.3415826000167035,C,ROIs_1
0.6068545735467896,0.7584096197059683,B,ROIs_1
0.3070409999629682,0.2522619850824338,C,ROIs_2
0.24634988580134165,0.14913733113054728,C,ROIs_2
0.3121275271821363,0.0959125706707663,A,ROIs_2
0.14101587402128724,0.698566886668595,C,ROIs_2
0.00965408841635984,0.24300347073743933,C,ROIs_2
0.26087534036399596,0.7007027844721202,B,ROIs_2
0.7680662822058782,0.5464904611591223,C,ROIs_2
0.05900743306631506,0.9945189318515801,C,ROIs_2
0.9135167583262928,0.9043864242524634,B,ROIs_1
0.08230956825919189,0.20039248465020043,A,ROIs_1
0.2047757823727261,0.593432665747457,A,ROIs_1
0.6893218940807397,0.8939747100778277,A,ROIs_1
0.7080552394094236,0.5050787621204652,C,ROIs_2
0.09444190128081098,0.1941322103455333,A,ROIs_1
0.6640696016252742,0.07072568674571855,C,ROIs_2
0.9541799843327967,0.46508568759280144,B,ROIs_1
0.9504350738806042,0.7891609743387058,C,ROIs_2
0.8377009374872719,0.18622105279532875,C,ROIs_2
0.9923864197349529,0.06861591570547176,C,ROIs_2
0.635781675783879,0.11142469976796288,B,ROIs_1
0.7589986128358825,0.695647394194823,C,ROIs_2
0.757885747481485,0.43495195186626345,C,ROIs_2
0.12204482360864766,0.12232645662630592,C,ROIs_1
0.9533312171556844,0.1548092754775523,B,ROIs_1
0.1238635132338265,0.3579659826953937,B,ROIs_2
0.3538873495371102,0.836741661251018,A,ROIs_1
0.8714463556729264,0.5841591199457813,A,ROIs_1
0.8031859485204943,0.5701488804916872,B,ROIs_1
