x,y,phenotype,ROIs
0.7595842097914338,0.3743078577214518,B,ROIs_1
0.5298747604274572,0.7053779819219491,C,ROIs_2
0.23821250649509407,0.10708728834383863,A,ROIs_1
0.4105372210897732,0.8782204712615559,B,ROIs_1
0.09166311408788885,0.47935788357904185,C,ROIs_2
0.13391406929522787,0.2154279603185867,B,ROIs_2
0.6581264261880244,0.7665397017046073,B,ROIs_2
0.15822493417998573,0.5513013930131756,C,ROIs_2
0.34510492512105817,0.3479384942330064,C,ROIs_2
0.9878658859545074,0.20292621186730087,B,ROIs_1
0.8517274995656168,0.5682075371688351,B,ROIs_2
0.839350413709415,0.11809947556759237,C,ROIs_2
0.5682430709958418,0.7818458286022076,C,ROIs_2
0.33121150222070306,0.12552219162876954,B,ROIs_1
0.8353984079644609,0.06282491839735371,C,ROIs_1
0.9485234990703789,0.26959654383261444,C,ROIs_1
0.4370740011841361,0.9485538892278655,A,ROIs_2
0.8062902752999274,0.18455627689890042,B,ROIs_1
0.7717581911787192,0.17668631358074094,C,ROIs_1
0.5890653560716512,0.007657265760589227,B,ROIs_2
0.6932877007501501,0.7146888446051441,B,ROIs_2
0.9569481544758804,0.9894357893469847,B,ROIs_1
