x,y,phenotype,ROIs
0.7983202287880433,0.2903329464913592,B,ROIs_2
0.7992221052755235,0.9552189804216228,B,ROIs_1
0.6112913937733366,0.9591582401344759,B,ROIs_1
0.8967253156258549,0.5075206582417221,A,ROIs_2
0.4426049993757193,0.6635912750949978,C,ROIs_2
0.4307367028052378,0.9900682513297857,B,ROIs_1
0.6364297374974122,0.13323666034054038,C,ROIs_2
0.3383423932673282,0.3178232452765597,B,ROIs_1
0.2734954817791233,0.17394416511716937,C,ROIs_2
0.7933835980659811,0.8731410476736763,B,ROIs_2
0.4401522376661773,0.7793655428547809,A,ROIs_2
0.11408031503974847,0.04172304581701647,C,ROIs_1
0.6910481876652963,0.6088266177834378,C,ROIs_1
0.3009964118185908,0.7917564608754301,B,ROIs_1
0.873307425788531,0.5066633475578043,C,ROIs_2
0.5673541004955631,0.745681724711591,C,ROIs_2
0.12491912950892714,0.7894284568132385,B,ROIs_2
0.5004451993272939,0.47935483351901453,B,ROIs_1
0.7002298883082537,0.46706258580755444,A,ROIs_2
0.6976896632332658,0.37726136615717043,B,ROIs_2
0.6859279282814916,0.13789303333437264,C,ROIs_1
0.3983010865609432,0.3906228214411146,A,ROIs_1
0.09598988588012314,0.9988530025137324,B,ROIs_1
0.22912110893812698,0.6230288687975297,B,ROIs_2
0.08675150903694051,0.3818359664538655,C,ROIs_2
0.7676675909111319,0.6944612117183021,B,ROIs_1
0.22170785894180634,0.7407935543728271,B,ROIs_1
0.32138985206890724,0.8412241460895077,A,ROIs_1
0.8112766643031263,0.4040338713122812,B,ROIs_1
0.7298161772258956,0.5443947250815321,A,ROIs_2
0.431791790799823,0.6722932945755559,C,ROIs_1
0.7400739313806931,0.44259625127325597,C,ROIs_1
0.8167449813590925,0.37209752725675516,A,ROIs_1
0.07273618735676313,0.02002377073666617,A,ROIs_2
0.28055151843638704,0.38518899347362,C,ROIs_1
0.0030834868662024117,0.12913967079539435,A,ROIs_2
0.4639204182998118,0.014907861625496066,B,ROIs_2
0.4097911767408867,0.6800342693167661,B,ROIs_2
0.9632614654687779,0.08339037113216452,B,ROIs_2
0.03966463765596617,0.044512537253736384,B,ROIs_1
0.5805781074092002,0.8391138752328136,A,ROIs_2
0.6741992658676246,0.21854594487031498,A,ROIs_2
0.2202110804718218,0.3421973278526522,C,ROIs_1
0.7683920064879952,0.7640866445650034,B,ROIs_2
0.738380318204528,0.21733863926537755,A,ROIs_1
0.9584802921059653,0.05696788073791215,B,ROIs_2
0.3758310862826194,0.5512407843371024,C,ROIs_1
0.34654993980389426,0.6573690665923595,A,ROIs_1
0.550144939146094,0.06432408538019119,C,ROIs_2
0.3823652734251286,0.8899422953434357,A,ROIs_2
0.8646442989827032,0.9505227600514917,C,ROIs_1
0.9102790561341347,0.2321410842494912,A,ROIs_2
0.2627786083285538,0.14448404694292483,A,ROIs_2
0.37389017593995,0.970327916740803,B,ROIs_2
0.36761379085493406,0.6846762461825229,B,ROIs_2
0.7777172632046556,0.49348631778431296,A,ROIs_1
0.2639203884798542,0.8934865165314451,A,ROIs_2
0.4286582943494107,0.7490311029630753,C,ROIs_2
0.7978438508799838,0.7971518805265589,A,ROIs_1
0.5974007484820202,0.04970119604400891,B,ROIs_1
0.7806541828642602,0.6966649742567356,B,ROIs_1
0.8408124322158614,0.9865989414636397,A,ROIs_1
0.385536577442255,0.17369766148916355,C,ROIs_1
0.159974796348188,0.13699730151740563,B,ROIs_1
