x,y,phenotype,ROIs
0.42144674327507214,0.4360466695230377,B,ROIs_1
0.8543677567418765,0.6222615634193469,A,ROIs_2
0.6621232373668509,0.5208831271039259,A,ROIs_2
0.3290595693364927,0.18306160012620742,B,ROIs_1
0.27190811743780274,0.841480307352334,C,ROIs_2
0.3436202559893504,0.5090892539569566,A,ROIs_1
0.9880906064776517,0.9792475284180205,A,ROIs_1
0.37869121072513057,0.3858930842131887,C,ROIs_1
0.5166716285515573,0.6351724100661985,B,ROIs_2
0.7111688687341878,0.29403565686598687,B,ROIs_2
0.7972956878174747,0.35906472896262853,A,ROIs_2
0.8976541154133788,0.14923304048893604,A,ROIs_1
0.5776181415061099,0.9680776407342104,B,ROIs_2
0.9172624524295087,0.9667673070254666,C,ROIs_2
0.7355058171147881,0.22020136732835716,C,ROIs_2
0.8633543294616883,0.29696846426374457,B,ROIs_1
0.05883027447568212,0.604401854897531,A,ROIs_2
0.1920226729234764,0.7778754665040805,A,ROIs_2
0.7796491488891832,0.43470690210851315,B,ROIs_1
0.051415279502016076,0.8696619349542601,C,ROIs_1
0.4215253714157833,0.6051845786300267,C,ROIs_1
0.7637661258174884,0.4245756045034935,B,ROIs_2
0.980787860516119,0.43544883444148486,C,ROIs_2
0.7080647486421342,0.30038988657109855,B,ROIs_2
0.033247343173064214,0.8175915379622846,C,ROIs_1
0.07753676854831393,0.8308158460418575,A,ROIs_2
0.5306729057651055,0.5666539091816037,A,ROIs_1
0.45779630923094716,0.023933951677897025,A,ROIs_1
0.8216645864677943,0.837771080124956,A,ROIs_2
0.084091188225907,0.36764419591941155,A,ROIs_2
0.020837600444252535,0.383156381665145,A,ROIs_2
0.19354174426218274,0.849441801863995,B,ROIs_2
0.0895655332750861,0.17724125212002073,B,ROIs_1
0.2762567029761116,0.9001843794861639,B,ROIs_2
0.06821374197044194,0.09969331470464204,C,ROIs_1
0.6368706166543937,0.7164291623529856,C,ROIs_1
0.287448502402761,0.6748535758305327,C,ROIs_1
0.8767662578629862,0.008914828566160327,C,ROIs_1
0.3429060995358756,0.15817569003119503,A,ROIs_2
0.4247395698712131,0.4278256885067485,B,ROIs_1
0.33375997602162566,0.10506800108966374,B,ROIs_1
0.4846091934773382,0.468107196963801,B,ROIs_2
0.16681455918492427,0.8946883952431196,B,ROIs_2
0.3773008435323586,0.2320414432581881,C,ROIs_2
0.7608876096602222,0.7786399873269755,A,ROIs_1
0.029491763231297652,0.4725103513845177,B,ROIs_2
0.3476749616280421,0.06052052070462355,C,ROIs_2
0.11741822539810631,0.9639889955680332,C,ROIs_1
0.02275038020229403,0.7573480492302094,A,ROIs_2
0.11508307844414789,0.1504500692384203,A,ROIs_1
0.0823448697093444,0.002307104841759444,B,ROIs_1
0.5686757057946122,0.28202826557822425,B,ROIs_2
