x,y,phenotype,ROIs
0.4104210092837919,0.897828439853051,B,ROIs_1
0.3536701292454755,0.5422665631834931,C,ROIs_1
0.6070379971421423,0.12659231996140985,A,ROIs_1
0.8664819675776245,0.5443597517898723,A,ROIs_1
0.25182459777126,0.2614297092409783,B,ROIs_2
0.853319711801175,0.9978922291402065,B,ROIs_2
0.4834626961186683,0.45627221018525377,C,ROIs_1
0.0896574873383087,0.3239274703342361,C,ROIs_2
0.9600174385453085,0.12323915698407473,C,ROIs_2
0.6074187827267856,0.8413301720195925,B,ROIs_1
0.5914934958666838,0.990965408388072,B,ROIs_1
0.040074664359971646,0.19100117083895785,B,ROIs_2
0.8642272909449763,0.20721018465260455,A,ROIs_2
0.2375885383077211,0.32388063661402844,A,ROIs_2
0.4617472057138663,0.006454935723721467,C,ROIs_1
0.5708010121682435,0.3547419807195924,B,ROIs_2
0.9690968110009925,0.10250918283384769,A,ROIs_2
0.4044320485061679,0.30880753909957126,C,ROIs_2
0.7492487318804252,0.11884847422968414,B,ROIs_1
0.8175514228461926,0.7409513391090764,B,ROIs_2
0.37967495216460156,0.45777999569179495,B,ROIs_1
0.051719207859025174,0.61959589372711,C,ROIs_2
0.4996542961475181,0.15786673936812234,C,ROIs_2
0.7471263223974628,0.36674551313758597,A,ROIs_1
0.34963146789258726,0.07285640148371042,A,ROIs_2
0.37694622168510383,0.49234071065509033,A,ROIs_2
0.8116317247412581,0.24359902554508395,A,ROIs_1
0.2479884680833334,0.7963879747182642,A,ROIs_2
0.7377279926036541,0.3230972364615071,B,ROIs_1
0.23398735031440254,0.26210459883336434,A,ROIs_2
0.4595088306132239,0.07961947740393038,B,ROIs_1
0.5925973459173755,0.23736942563544383,C,ROIs_2
0.10926136613922288,0.28910024361306863,A,ROIs_1
0.7218909649140354,0.2654576064550732,B,ROIs_1
0.6502881851297481,0.8764906053041999,C,ROIs_2
0.2489884716498616,0.13391522868164107,B,ROIs_2
0.447134567386025,0.27072021628420384,A,ROIs_2
0.5645822907848365,0.5909184537927493,A,ROIs_2
0.18366408151025237,0.13322697702978714,A,ROIs_1
0.7954069207998153,0.35210076163866666,B,ROIs_1
0.6802619510920718,0.6650701996503855,C,ROIs_2
0.42163281749878456,0.6169262703093892,B,ROIs_1
0.0893993730916609,0.18281666941237673,C,ROIs_1
0.8476216733011401,0.5309158698776005,A,ROIs_2
0.36599713692765246,0.38666323914523104,C,ROIs_2
0.5311478601580186,0.5758322458496588,A,ROIs_1
0.7379884718253956,0.3986214111382308,C,ROIs_2
0.7407880571786825,0.7395318363782664,C,ROIs_2
0.6138447692496308,0.13016329810758065,A,ROIs_2
0.665427475202083,0.9427075969545141,A,ROIs_2
0.44773588226569616,0.14703401662780624,C,ROIs_1
0.9247256414511682,0.794331698123206,A,ROIs_2
0.6475550795353985,0.9712681910006878,C,ROIs_1
0.559246017266341,0.922886336213663,C,ROIs_2
0.8598455055584419,0.14306844999831514,C,ROIs_2
0.8204158109283617,0.5934735026376786,A,ROIs_1
0.17471789327770482,0.20903036515290385,A,ROIs_2
0.7973976868596595,0.29830433165045944,C,ROIs_1
0.11395997425561244,0.5771947438545063,C,ROIs_2
0.8911587933701038,0.7877688426371358,A,ROIs_1
0.6790402479132929,0.6697174613600395,C,ROIs_1
0.6660622990686015,0.5047391859547606,B,ROIs_2
0.27787036738063486,0.578256383269154,A,ROIs_1
0.6101947546117403,0.42108183392262655,C,ROIs_1
0.9276225779642595,0.7544311329520141,B,ROIs_1
0.3642713052631118,0.6723387734037355,C,ROIs_1
0.6838582576233068,0.09547679917303054,B,ROIs_2
0.03235669150677678,0.36345349641792346,C,ROIs_1
0.39076789105446375,0.030106918151922013,B,ROIs_1
0.30017937308886733,0.5712939142148524,B,ROIs_1
0.6216257590460817,0.8700741585527878,B,ROIs_1
0.4577418646851238,0.5651319250905951,B,ROIs_2
0.01702761947665976,0.2879019405850447,A,ROIs_2
0.0033394610385601986,0.3227119453373083,B,ROIs_2
0.9469734640073555,0.7729390955835685,B,ROIs_2
0.3906910663063712,0.34784337639051777,C,ROIs_1
0.8041728764941708,0.8553568142123217,C,ROIs_2
0.053547012696117946,0.9645430941070734,B,ROIs_2
0.5694524501699818,0.21129064660747543,C,ROIs_2
0.1742767635112592,0.4532456451821193,A,ROIs_2
0.00970819489977226,0.8158951067557462,C,ROIs_1
0.46657856767497263,0.30128843971531105,C,ROIs_2
0.9980709068492702,0.37831298806529756,B,ROIs_1
0.3353029569176541,0.0720232195458469,A,ROIs_2
0.2220512743450631,0.5424474739577723,B,ROIs_1
0.9601062159882425,0.5452849809297817,C,ROIs_1
0.953137671429243,0.9328254346931858,A,ROIs_2
0.47735752003300347,0.9232787038402896,A,ROIs_2
0.771225817058986,0.09187715640933802,B,ROIs_1
0.8853430998129652,0.9251190189831368,A,ROIs_1
0.0271754066950759,0.8402214999361999,B,ROIs_1
0.1583399459501298,0.7536836674715289,B,ROIs_1
0.048295775025359644,0.12357688287656965,B,ROIs_2
0.13195550195933337,0.42945979580725535,C,ROIs_1
0.7461631692035339,0.18139807688399867,C,ROIs_2
